Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30
Man Sang International Ltd,0938.HK,Hong_Kong,115.19,0.021268102,Real Estate,Real Estate Management & Development,36.20689655,6.896551725,65.51724138,54.83870968,-25.51721159,-54.999982,-28.78787879
Elegance Optical International Holdings Ltd,0907.HK,Hong_Kong,81.53,0.804073543,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",35.01712329,3.124999999,31.76369863,27.77085928,93.20802803,46.63221361,-15.87982832
Welling Holding Ltd,0382.HK,Hong_Kong,644.42,0.339559715,Industrials,Electrical Equipment,23.93162393,1.282051283,26.06837607,24.47257384,23.93162392,-1.694915261,14.37908496
Dragon Crown Group Holdings Ltd,0935.HK,Hong_Kong,236.98,0.034286945,Industrials,Commercial Services & Supplies,,,,,,,-2.58064516
DaMing International Holdings Ltd,1090.HK,Hong_Kong,496.22,0.368045977,Materials,Metals & Mining,,,,,,,3.333333336
Hop Fung Group Holdings Ltd,2320.HK,Hong_Kong,102.41,0.299192488,Materials,Containers & Packaging,,,,,,,29.87012986
Real Nutriceutical Group Ltd,2010.HK,Hong_Kong,93.13,0.265327953,Consumer Staples,Personal Products,,,,,,,-28.90625
ICO Group Ltd,1460.HK,Hong_Kong,110.53,0.932819409,Information Technology,IT Services,,,,,,,8.040201001
YGM Trading Ltd,0375.HK,Hong_Kong,177.00,0.100049912,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",22.35778591,0.704225353,-12.60158149,-13.21275925,65.34116049,89.18095238,13.69863014
Silver Base Group Holdings Ltd,0886.HK,Hong_Kong,144.59,0.090606151,Consumer Discretionary,Distributors,,,,,,,-16.10169492
Loudong General Nice Resources China Holdings Ltd,0988.HK,Hong_Kong,218.79,0.011094848,Materials,Metals & Mining,26.76051898,5.633796653,64.31920087,55.55551923,-87.32395143,-92.28571676,-24.03846154
New World Department Store China Ltd,0825.HK,Hong_Kong,253.64,0.104474097,Consumer Discretionary,Multiline Retail,,,,,,,5.405405406
Cosmopolitan International Holdings Ltd,0120.HK,Hong_Kong,166.61,0.429125514,Financials,Capital Markets,16.27906977,20.93023256,30.23255814,7.692307695,24.50805355,-4.395601743,5.172413794
Wan Kei Group Holdings Ltd,1718.HK,Hong_Kong,82.66,0.054852593,Industrials,Construction & Engineering,,,,,,,-37.38317757
Aeon Credit Service Asia Co Ltd,0900.HK,Hong_Kong,316.05,0.182561753,Financials,Consumer Finance,-33.74080973,-4.705883648,-30.0183833,-26.5625,-18.59788319,16.31928592,2.622377625
Jolimark Holdings Ltd,2028.HK,Hong_Kong,135.99,0.140425049,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,,,3.870967743
CW Group Holdings Ltd,1322.HK,Hong_Kong,144.21,0.149710747,Industrials,Machinery,,,,,,,-1.265822789
U-Home Group Holdings Ltd,2327.HK,Hong_Kong,138.47,0.053310062,Health Care,Health Care Providers & Services,,,,,,,-15.11627907
Karrie International Holdings Ltd,1050.HK,Hong_Kong,287.28,0.323373019,Information Technology,"Electronic Equipment, Instruments & Components",60.65844756,-5.09E-10,90.78190647,90.78190647,-11.99767846,-53.87281574,70.35996488
Crocodile Garments Ltd,0122.HK,Hong_Kong,129.08,0.188542326,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",73.68421053,-8.94736842,52.63157895,67.6300578,2.105263158,-33.10344828,2.912621359
CP Lotus Corp,0121.HK,Hong_Kong,174.19,0.000763143,Consumer Staples,Food & Staples Retailing,759.4594595,2.702702703,391.8918919,378.9473684,170.2702703,-45.05494506,-4.27E-09
Neway Group Holdings Ltd,0055.HK,Hong_Kong,18.25,0.031905764,Industrials,Commercial Services & Supplies,40.47540984,3.333333334,31.90983607,27.65468007,52.46721312,15.58441558,-1.754385965
G-Resources Group Ltd,1051.HK,Hong_Kong,476.25,0.805219039,Materials,Metals & Mining,141.3793103,-13.79310345,213.7931035,264,-89.65517241,-96.7032967,-0.724637678
Ozner Water International Holding Ltd,2014.HK,Hong_Kong,512.75,0.297043766,Consumer Discretionary,Household Durables,,,,,,,22.64150943
New Focus Auto Tech Holdings Ltd,0360.HK,Hong_Kong,217.63,0.041577834,Consumer Discretionary,Auto Components,,,,,,,-30.18867925
Kowloon Development Co Ltd,0034.HK,Hong_Kong,1273.80,1.444176661,Real Estate,Real Estate Management & Development,-0.709219857,-3.546099291,0.709219859,4.411764707,0.680822246,-0.028197629,14.58208078
Flat Glass Group Co Ltd,6865.HK,Hong_Kong,393.27,0.1849397,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,3.742690058
CIL Holdings Ltd,0479.HK,Hong_Kong,41.82,0.038190032,Information Technology,"Electronic Equipment, Instruments & Components",-1.369863018,-2.57E-10,15.06849315,15.06849315,-86.30136986,-88.09523809,-15.09433962
Chu Kong Shipping Enterprises Group Co Ltd,0560.HK,Hong_Kong,277.71,0.729066446,Industrials,Marine,1.408450709,7.04225352,-11.26760563,-17.10526315,-2.611439066,9.755362318,-6.542056072
OP Financial Investments Ltd,1140.HK,Hong_Kong,697.70,0.895939083,Financials,Capital Markets,,,,,,,78.75
China Vanguard Group Ltd,8156.HK,Hong_Kong,300.29,0.589814922,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,97.22222222
China Flavors and Fragrances Co Ltd,3318.HK,Hong_Kong,201.27,0.770573546,Materials,Chemicals,,,,,,,-18.02120141
Get Nice Financial Group Ltd,1469.HK,Hong_Kong,372.71,0.479883847,Financials,Capital Markets,,,,,,,14.88461539
Wuyi International Pharmaceutical Co Ltd,1889.HK,Hong_Kong,89.91,0.212944374,Health Care,Pharmaceuticals,,,,,,,3.333333333
Vedan International Holdings Ltd,2317.HK,Hong_Kong,185.99,0.368009206,Consumer Staples,Food Products,,,,,,,-4.040404042
Vinco Financial Group Ltd,8340.HK,Hong_Kong,61.69,0.099934429,Financials,Capital Markets,,,,,,,-40.47619048
Runway Global Holdings Co Ltd,1520.HK,Hong_Kong,105.60,1.008457147,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,41.42857143
China Oil Gangran Energy Group Holdings Ltd,8132.HK,Hong_Kong,94.60,0.041757317,Industrials,Electrical Equipment,,,,,,,-6.818181817
Celebrate International Holdings Ltd,8212.HK,Hong_Kong,9.46,0.014871821,Consumer Staples,Food & Staples Retailing,,,,,,,-9.004739336
DT Capital Ltd,0356.HK,Hong_Kong,21.97,0.008141248,Financials,Capital Markets,,,,,,,-21.05263158
China New Town Development Co Ltd,1278.HK,Hong_Kong,481.26,0.11518126,Real Estate,Real Estate Management & Development,,,,,,,-3.749999998
EcoGreen International Group Ltd,2341.HK,Hong_Kong,147.30,0.102696747,Materials,Chemicals,,,,,,,1.78571429
Merdeka Financial Services Group Ltd,8163.HK,Hong_Kong,17.49,0.138265754,Consumer Staples,Food & Staples Retailing,,,,,,,-26.95652174
Vision Values Holdings Ltd,0862.HK,Hong_Kong,202.36,0.312705899,Information Technology,IT Services,372.7272727,-39.39393939,570.7070707,1006.666667,-1.010101017,-85.24096386,34.90263851
Shenguan Holdings (Group) Ltd,0829.HK,Hong_Kong,247.24,0.057622699,Consumer Staples,Food Products,,,,,,,-3.278688526
Honma Golf Limited,6858.HK,Hong_Kong,462.61,0.357260054,Consumer Discretionary,Leisure Products,,,,,,,-30.0591716
China Opto Holdings Ltd,1332.HK,Hong_Kong,365.15,0.207458678,Materials,Containers & Packaging,,,,,,,1.18E-09
Grand Concord International Holdings Ltd,0844.HK,Hong_Kong,55.61,0.069746458,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,-23.91304348
