Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30
Blackline Inc,BL.O,United_States,1685.684175,6.633502419,Information Technology,Software,,,,,,,45.44247788
Web.com Group Inc,WEB.O,United_States,986.6958055,5.441045211,Information Technology,Internet Software & Services,,,,,,,36.39575972
Celldex Therapeutics Inc,CLDX.O,United_States,416.5986976,5.560207824,Health Care,Biotechnology,442.8571429,17.85714286,857.1428572,712.1212121,292.8571429,-58.95522388,-11.9047619
Consolidated Communications Holdings Inc,CNSL.O,United_States,1197.840327,8.129903148,Telecommunication Services,Diversified Telecommunication Services,,,,,,,-2.360003692
Francesca's Holdings Corp,FRAN.O,United_States,578.5600661,13.02766368,Consumer Discretionary,Specialty Retail,,,,,,,-1.865671645
Neogen Corp,NEOG.O,United_States,2375.987562,7.824969492,Health Care,Health Care Equipment & Supplies,19.60784313,1.960784312,-1.960784317,-3.846153848,27.45098038,29.99999999,13.65791393
Cardiovascular Systems Inc,CSII.O,United_States,973.8486827,7.872080949,Health Care,Health Care Equipment & Supplies,,,,,,,23.5318445
Calavo Growers Inc,CVGW.O,United_States,1148,12.26886416,Consumer Staples,Food Products,,,,,,,7.794176546
Abaxis Inc,ABAX.O,United_States,1014.9762,5.952127539,Health Care,Health Care Equipment & Supplies,76.31578947,2.631578946,100,94.87179487,24.99999999,-37.5,-6.205826269
Orbotech Ltd,ORBK.O,United_States,1574.332357,8.369286999,Information Technology,"Electronic Equipment, Instruments & Components",97.29205977,39.84526112,153.2881885,81.1203229,29.9081108,-48.71134277,10.6147128
PRA Group Inc,PRAA.O,United_States,1495.323596,10.65329747,Financials,Consumer Finance,,,,,,,19.25925926
Plexus Corp,PLXS.O,United_States,1751.609387,12.98855454,Information Technology,"Electronic Equipment, Instruments & Components",128.7553648,30.472103,95.7081545,50,108.6910215,6.633789473,11.51866152
Inovio Pharmaceuticals Inc,INO.O,United_States,467.4983814,4.302748639,Health Care,Biotechnology,117.7777778,8.88888889,291.1111111,259.1836735,-66.66666667,-91.47727273,-4.261796038
Trustmark Corp,TRMK.O,United_States,2268.440556,10.67927792,Financials,Banks,-3.210642782,7.100591718,-23.88700702,-28.9331723,2.764732948,35.01601885,20.82981631
Capitol Federal Financial Inc,CFFN.O,United_States,2018.582019,7.615954464,Financials,Thrifts & Mortgage Finance,-2.978387083,6.875836806,-2.978387083,-9.220254253,77.27744774,82.71954301,4.138783127
Astec Industries Inc,ASTE.O,United_States,1459.967204,8.010554334,Industrials,Machinery,6.250000002,1.000000002,2.000000003,0.990099011,-47.25,-48.28431373,14.30510445
Conmed Corp,CNMD.O,United_States,1370.176852,7.82102014,Health Care,Health Care Equipment & Supplies,-0.248756219,1.48E-10,8.457711444,8.457711444,-31.84079601,-37.1559633,18.53530637
American Railcar Industries Inc,ARII.O,United_States,800.5686821,3.76223132,Industrials,Machinery,,,,,,,12.48513935
Glacier Bancorp Inc,GBCI.O,United_States,2588.221979,12.57723688,Financials,Banks,-16.48722577,-5.839416058,-19.07390462,-14.05523204,-17.41143949,2.054300436,22.26645156
First Midwest Bancorp Inc,FMBI.O,United_States,2335.502441,17.84076645,Financials,Banks,-4.328123538,12.22672065,-11.92721008,-21.52244188,15.83853223,31.52590299,17.04025259
EchoStar Corp,SATS.O,United_States,5459.997988,10.23213356,Information Technology,Communications Equipment,,,,,,,22.91266282
Amphastar Pharmaceuticals Inc,AMPH.O,United_States,692.5547805,4.046305735,Health Care,Pharmaceuticals,,,,,,,-14.35053885
Forward Air Corp,FWRD.O,United_States,1606.530965,6.111844879,Industrials,Air Freight & Logistics,52.00533246,43.04812834,58.02137465,10.46727873,139.4384789,51.52284264,21.48743637
Acxiom Corp,ACXM.O,United_States,2266.58287,9.465818575,Information Technology,IT Services,67.29559749,-9.433962263,71.3836478,89.23611111,95.9119497,14.31192661,12.45136187
First Financial Bankshares Inc,FFIN.O,United_States,2641.966688,9.736311448,Financials,Banks,-19.92273375,-2.985074625,-21.59878612,-19.18644108,-0.907870944,26.39106483,10.05884274
ConforMIS Inc,CFMS.O,United_States,246.2691868,1.053511014,Health Care,Health Care Equipment & Supplies,,,,,,,-33.25415677
Insight Enterprises Inc,NSIT.O,United_States,1505.071969,8.002557187,Information Technology,"Electronic Equipment, Instruments & Components",11.04761905,-2.476190477,-11.61904762,-9.375,-18.0000041,-7.219832222,46.02844259
Chuy's Holdings Inc,CHUY.O,United_States,503.471745,4.527026886,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,5.486725664
Atlantica Yield PLC,ABY.O,United_States,2088.527698,9.853597478,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,18.25446636
Endurance International Group Holdings Inc,EIGI.O,United_States,1081.968034,4.451154352,Information Technology,Internet Software & Services,,,,,,,10.94890511
Innospec Inc,IOSP.O,United_States,1620.497208,5.206990477,Materials,Chemicals,-14.75409836,-10.92896175,-13.1147541,-2.453987729,-0.292529112,14.75765517,17.48675563
Patrick Industries Inc,PATK.O,United_States,1191.013708,11.88286616,Industrials,Building Products,-30.31369513,-6.179775283,-22.16372369,-17.03678333,-49.71356578,-35.39460441,23.13691507
ArcBest Corp,ARCB.O,United_States,677.3850555,4.738286082,Industrials,Road & Rail,-14.28571429,18.36734694,-17.85714286,-30.60344828,49.48979592,81.98757765,9.894005035
Insteel Industries Inc,IIIN.O,United_States,662.2693702,4.319134378,Industrials,Building Products,,,,,,,32.60166476
Merit Medical Systems Inc,MMSI.O,United_States,1680.152525,13.44406602,Health Care,Health Care Equipment & Supplies,61.22448978,4.081632653,22.44897959,17.64705882,-12.1132324,-28.22580646,55.65819862
HealthStream Inc,HSTM.O,United_States,884.827375,3.878016356,Health Care,Health Care Technology,,,,,-88.23529412,-88.23529412,24.2844365
NIC Inc,EGOV.O,United_States,1425.636237,6.3360287,Information Technology,Internet Software & Services,36.27450981,10.04901961,111.7647059,92.42761693,-93.99509804,-97.16435185,-1.940120825
Ixia,XXIA.O,United_States,1634.911971,14.02343896,Information Technology,Communications Equipment,,,,,11.58536585,11.58536585,55.95238095
Almost Family Inc,AFAM.O,United_States,689.1568454,4.29166807,Health Care,Health Care Providers & Services,52.74026744,16.32373114,42.11842849,22.1749226,94.03321638,36.52924427,23.66127023
Aduro Biotech Inc,ADRO.O,United_States,674.6261346,4.440124941,Health Care,Biotechnology,,,,,,,-23.10756972
Strayer Education Inc,STRA.O,United_States,967.6735416,5.314526872,Consumer Discretionary,Diversified Consumer Services,73.13520707,29.46058091,76.46473028,36.3076923,71.63488013,-2.737005943,48.23965364
WSFS Financial Corp,WSFS.O,United_States,1481.893418,5.81548698,Financials,Thrifts & Mortgage Finance,-11.53403434,5.522124105,-19.98053358,-24.16806703,-7.413504899,15.70496435,33.92523062
Quality Systems Inc,QSII.O,United_States,890.3539444,4.483195213,Health Care,Health Care Technology,134.6625348,10.46788263,98.11673022,79.34328558,-2.995570324,-51.03672993,10.88646968
Heartland Financial USA Inc,HTLF.O,United_States,1280.357808,4.543329548,Financials,Banks,-21.93548387,-1.93548387,-21.29032258,-19.73684211,-31.18474138,-12.57077798,31.58160099
Genomic Health Inc,GHDX.O,United_States,1127.992811,3.031666704,Health Care,Biotechnology,,,,,,,9.078838174
Popeyes Louisiana Kitchen Inc,PLKI.O,United_States,1637.507655,58.83841242,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,46.2150657
World Acceptance Corp,WRLD.O,United_States,464.6311213,5.380715239,Financials,Consumer Finance,-7.954545455,-9.09090909,-3.40909091,6.249999998,1.806684738,5.399861847,16.69975734
FARO Technologies Inc,FARO.O,United_States,611.7550198,2.26513773,Information Technology,"Electronic Equipment, Instruments & Components",30,16,66,43.10344827,-3.999999998,-42.1686747,17.84565917
Cross Country Healthcare Inc,CCRN.O,United_States,506.3734958,3.005043058,Health Care,Health Care Providers & Services,,,,,,,-0.710732053
Blueprint Medicines Corp,BPMC.O,United_States,1817.38489,27.89376869,Health Care,Biotechnology,,,,,,,57.63113367
Hanmi Financial Corp,HAFC.O,United_States,941.004449,5.057202763,Financials,Banks,0.035761025,3.105588856,0.035761026,-2.977363172,19.38183572,19.33915881,16.05163853
CVB Financial Corp,CVBF.O,United_States,2371.742626,9.002278877,Financials,Banks,-29.55095061,4.738320534,-32.66816519,-35.71423098,-15.21176356,25.92592594,26.79914873
Monotype Imaging Holdings Inc,TYPE.O,United_States,851.5622946,3.366539248,Information Technology,Software,,,,,,,8.90516185
Orthofix International NV,OFIX.O,United_States,713.6534493,4.84159118,Health Care,Health Care Equipment & Supplies,25,-2.14E-09,21.875,21.875,36.60714285,12.08791208,7.297883885
Isle of Capri Casinos Inc,ISLE.O,United_States,953.7482021,15.21806258,Consumer Discretionary,"Hotels, Restaurants & Leisure",14.28571428,23.42857142,11.42857142,-9.722222228,-2.857142869,-12.82051282,11.18611379
Virtusa Corp,VRTU.O,United_States,928.0840316,14.33394512,Information Technology,IT Services,,,,,,,63.74207188
RetailMeNot Inc,SALE.O,United_States,559.7317724,15.02691295,Information Technology,Internet Software & Services,,,,,,,34.88372093
Coca Cola Bottling Co Consolidated,COKE.O,United_States,1977.537044,7.283418063,Consumer Staples,Beverages,-2.77529781,-10.4613979,-7.251996022,3.584377912,-29.14431394,-23.60408524,50.36974701
MacroGenics Inc,MGNX.O,United_States,755.8696313,5.800992329,Health Care,Biotechnology,,,,,,,-3.87010676
Kearny Financial Corp,KRNY.O,United_States,1288.310497,5.061794073,Financials,Thrifts & Mortgage Finance,,,,,,,4.626353629
Progress Software Corp,PRGS.O,United_States,1428.953203,13.74536561,Information Technology,Software,45.34883721,24.03100775,58.13953489,27.5,-10.46511628,-43.38235294,10.80415357
Encore Capital Group Inc,ECPG.O,United_States,858.3436574,6.621617209,Financials,Consumer Finance,-38.33333333,8.333333332,-38.33333333,-43.07692308,-91.2,-85.72972973,77.86666666
Varonis Systems Inc,VRNS.O,United_States,851.4993596,5.841161682,Information Technology,Software,,,,,,,6.80272109
CalAmp Corp,CAMP.O,United_States,635.2981331,7.964346096,Information Technology,Communications Equipment,109.2827004,43.88185654,193.6708861,104.1055718,-37.55274261,-78.73563218,33.48214286
Bottomline Technologies (DE) Inc,EPAY.O,United_States,945.0288241,8.602779847,Information Technology,Software,156.8281938,78.85462555,234.8017621,87.19211823,81.05726872,-45.92105263,3.601600714
Shenandoah Telecommunications Co,SHEN.O,United_States,1571.128352,5.434244693,Telecommunication Services,Wireless Telecommunication Services,79.1766815,4.430857143,42.23871947,36.2037269,46.57991521,3.052049231,30.87934561
Immersion Corp,IMMR.O,United_States,255.7685168,1.539171918,Information Technology,"Technology Hardware, Storage & Peripherals",222.147651,33.55704698,142.9530201,81.90954774,-59.64762416,-83.39087293,-1.015801355
Ultra Clean Holdings Inc,UCTT.O,United_States,643.1954703,13.93948447,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,112.8318584
Echo Global Logistics Inc,ECHO.O,United_States,546.4900688,5.432101991,Industrials,Air Freight & Logistics,,,,,,,-18.12227074
AngioDynamics Inc,ANGO.O,United_States,570.9605774,7.526362667,Health Care,Health Care Equipment & Supplies,,,,,,,-4.13835701
BMC Stock Holdings Inc,BMCH.O,United_States,1555.068446,14.854479,Industrials,Trading Companies & Distributors,,,,,,,38.27893175
South State Corp,SSB.O,United_States,2576.689202,10.09714845,Financials,Banks,,,,,,,22.96762199
Crocs Inc,CROX.O,United_States,461.5477246,5.361327218,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,-20.23047375
HomeStreet Inc,HMST.O,United_States,698.501232,7.950189689,Financials,Thrifts & Mortgage Finance,,,,,,,-3.881700552
ICF International Inc,ICFI.O,United_States,831.4506808,4.872589839,Industrials,Professional Services,,,,,,,-11.16700201
CEVA Inc,CEVA.O,United_States,774.851724,4.555939045,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,18.03278688
MTS Systems Corp,MTSC.O,United_States,777.6125754,6.80973797,Information Technology,"Electronic Equipment, Instruments & Components",-26.94610778,-18.56287425,-25.74850299,-8.823529412,-30.53892215,-6.451612901,-0.196087675
ZAGG Inc,ZAGG.O,United_States,198.5250596,1.796286261,Consumer Discretionary,Household Durables,,,,,,,18.33333333
Radware Ltd,RDWR.O,United_States,705.2739205,4.271299056,Information Technology,Communications Equipment,8.58143608,33.09982487,87.04028021,40.52631579,-52.7145359,-74.71910112,33.30612244
Collegium Pharmaceutical Inc,COLL.O,United_States,288.9884442,4.153801847,Health Care,Pharmaceuticals,,,,,,,-34.20523139
Amyris Inc,AMRS.O,United_States,155.0105803,1.946456453,Energy,"Oil, Gas & Consumable Fuels",,,,,,,-33.5012904
DXP Enterprises Inc,DXPE.O,United_States,632.8792262,5.181453289,Industrials,Trading Companies & Distributors,140.528757,75.51020408,60.35250464,-8.636363636,200.1793126,87.19964075,75.21613834
Renewable Energy Group Inc,REGI.O,United_States,403.006967,3.515156599,Energy,"Oil, Gas & Consumable Fuels",,,,,,,12.97297297
Virtu Financial Inc,VIRT.O,United_States,2146.131695,10.79201489,Financials,Capital Markets,,,,,,,21.69153946
AEP Industries Inc,AEPI.O,United_States,562.26242,8.326175233,Materials,Containers & Packaging,2.016129033,4.032258064,1.54E-09,-3.87596899,44.15322582,44.15322582,-1.301615796
Aceto Corp,ACET.O,United_States,477.3027949,3.660519761,Health Care,Health Care Providers & Services,-22.62656393,-0.473433365,-13.49219995,-13.08069496,-11.92674494,1.809611397,-7.75986349
Dermira Inc,DERM.O,United_States,1414.125151,7.223361087,Health Care,Pharmaceuticals,,,,,,,11.41642132
Sears Holdings Corp,SHLD.O,United_States,1095.083608,21.50908758,Consumer Discretionary,Multiline Retail,,,,,,,-11.28472222
Bancorp Inc,TBBK.O,United_States,358.9193574,1.723461361,Financials,Banks,,,,,,,-1.676829264
Iridium Communications Inc,IRDM.O,United_States,1032.351214,11.24535441,Telecommunication Services,Diversified Telecommunication Services,,,,,,,29.26829268
8Point3 Energy Partners LP,CAFD.O,United_States,977.3905705,5.981420863,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,-12.56155664
Baozun Inc,BZUN.O,United_States,811.4069833,13.64555584,Information Technology,Internet Software & Services,,,,,,,2.140468227
New York Mortgage Trust Inc,NYMT.O,United_States,716.9151428,5.410707835,Financials,Mortgage Real Estate Investment Trusts (REITs),,,,,,,10.22489229
Matthews International Corp,MATW.O,United_States,2210.878782,6.88117327,Industrials,Commercial Services & Supplies,-15.8799834,-8.160033168,-16.34473487,-8.911917096,18.02179879,41.0811365,12.08802121
Mobile Mini Inc,MINI.O,United_States,1268.654857,6.375046241,Industrials,Commercial Services & Supplies,-4.878048784,-1.829268291,-20.73170732,-19.25465839,12.19512195,41.53846154,15.81068265
Kforce Inc,KFRC.O,United_States,608.5909044,3.207682302,Industrials,Professional Services,19.83471075,41.32231405,72.72727273,22.22222222,-59.50413223,-76.55502392,38.12344868
SpartanNash Co,SPTN.O,United_States,1393.982381,6.437016622,Consumer Staples,Food & Staples Retailing,,,,,,,28.52977795
Pinnacle Entertainment Inc,PNK.O,United_States,1160.334611,7.80722276,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,66.69367909
ORBCOMM Inc,ORBC.O,United_States,688.5023153,4.673867514,Telecommunication Services,Diversified Telecommunication Services,,,,,,,24.54780361
First Hawaiian Inc,FHB.O,United_States,4154.302729,11.00022825,Financials,Banks,,,,,,,13.39985406
Boston Private Financial Holdings Inc,BPFH.O,United_States,1312.492022,6.457082525,Financials,Banks,8.949068321,-5.714285716,-5.386335407,0.347826086,128.9143243,141.9463671,21.73888457
Tile Shop Holdings Inc,TTS.O,United_States,1102.477961,9.292769743,Consumer Discretionary,Specialty Retail,,,,,,,26.22629379
ATN International Inc,ATNI.O,United_States,1120.241244,4.051474201,Telecommunication Services,Diversified Telecommunication Services,39.03622405,-1.369863016,50.02028109,52.1038961,18.57277778,-20.96216797,4.477249977
Eldorado Resorts Inc,ERI.O,United_States,901.17,11.47257826,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,69.24778762
Quantenna Communications Inc,QTNA.O,United_States,609.8648904,5.070772612,Information Technology,Communications Equipment,,,,,,,30.77469794
Franklin Electric Co Inc,FELE.O,United_States,1907.61725,8.294748382,Industrials,Machinery,-11.61709743,2.492383244,-4.179788606,-6.509919702,-4.827340032,-0.675798369,11.35637496
Analogic Corp,ALOG.O,United_States,897.3482297,9.059497636,Health Care,Health Care Equipment & Supplies,47.38558511,20.43893024,98.96104836,65.19662534,79.09393881,-9.985426651,-14.90608347
Iconix Brand Group Inc,ICON.O,United_States,398.658575,4.033553461,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",44.18604652,-23.25581395,-16.27906977,9.090909091,-39.53488372,-27.77777778,-12.39048811
Apollo Investment Corp,AINV.O,United_States,1491.726701,6.394775109,Financials,Capital Markets,,,,,,,19.58654436
Omnicell Inc,OMCL.O,United_States,1536.728422,9.205249539,Health Care,Health Care Technology,,,,,,,29.78056426
Caesars Entertainment Corp,CZR.O,United_States,1638.715522,14.37861782,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,59.71223021
MTGE Investment Corp,MTGE.O,United_States,824.358366,8.271279795,Financials,Mortgage Real Estate Investment Trusts (REITs),,,,,,,10.85371998
Navigators Group Inc,NAVG.O,United_States,1592.400939,4.304024841,Financials,Insurance,-23.11320755,-4.716981131,-25.47169811,-21.78217822,0.471698109,34.81012658,13.49927429
MYR Group Inc,MYRG.O,United_States,690.7327271,3.605542295,Industrials,Construction & Engineering,,,,,,,34.71469557
Control4 Corp,CTRL.O,United_States,410.2579273,5.348990458,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,51.1627907
Fox Factory Holding Corp,FOXF.O,United_States,1118.188086,7.482434434,Consumer Discretionary,Auto Components,,,,,,,43.0952381
Progenics Pharmaceuticals Inc,PGNX.O,United_States,556.1835761,9.820441036,Health Care,Biotechnology,344.4444444,29.36507937,374.6031746,266.8711656,9.523809526,-76.92307692,32.44147157
Alarm.com Holdings Inc,ALRM.O,United_States,1510.081542,6.440725183,Information Technology,Internet Software & Services,,,,,,,9.10003346
Maiden Holdings Ltd,MHLD.O,United_States,1068.874333,9.723767843,Financials,Insurance,,,,,,,-10.07165696
Applied Micro Circuits Corp,AMCC.O,United_States,730.5304948,8.614834089,Information Technology,Semiconductors & Semiconductor Equipment,407.6109936,42.91754757,387.1035941,240.8284024,407.7167357,4.231777773,15.75342466
Earthlink Holdings Corp,ELNK.O,United_States,NULL,7.107777987,Information Technology,Internet Software & Services,-26.65094339,19.33962264,-9.433962263,-24.11067194,-81.01415094,-79.03645833,7.786675171
Ameris Bancorp,ABCB.O,United_States,1748.883853,9.079546118,Financials,Banks,-2.501391707,7.920792077,-4.066309895,-11.10731467,-5.788229731,-1.794906289,28.39089038
ePlus inc,PLUS.O,United_States,1008.966548,4.580796634,Information Technology,"Electronic Equipment, Instruments & Components",273.2394366,2.816901408,344.3661972,332.1917808,28.16901408,-71.15689382,49.44939696
Meridian Bioscience Inc,VIVO.O,United_States,624.5954756,4.217620718,Health Care,Health Care Equipment & Supplies,18.73142224,4.237288138,20.4521675,15.55573792,-30.1045388,-41.97243383,-7.208639974
Rofin-Sinar Technologies Inc,RSTI.O,United_States,924.8888177,6.996671821,NULL,NULL,86.40776699,24.27184466,98.05825243,59.375,20.38834952,-39.21568627,
Ambac Financial Group Inc,AMBC.O,United_States,878.7984014,5.608630874,Financials,Insurance,,,,,,,-5.542051534
Shoretel Inc,SHOR.O,United_States,446.6779116,3.994666368,Information Technology,Communications Equipment,,,,,,,-2.962962961
Hollysys Automation Technologies Ltd,HOLI.O,United_States,966.563968,7.620423648,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,-18.1632653
Momenta Pharmaceuticals Inc,MNTA.O,United_States,1068.04114,8.101158086,Health Care,Biotechnology,,,,,,,29.8642534
First Citizens BancShares Inc,FCNCA.O,United_States,4493.959284,6.779369042,Financials,Banks,-24.77022331,-0.165289256,-16.06386445,-15.92489734,8.757896358,29.57219873,19.81372546
Blucora Inc,BCOR.O,United_States,789.2272922,9.541050445,Information Technology,Internet Software & Services,518.061089,76.36122178,977.2908367,510.8433735,-24.83399735,-93.02268245,37.68656716
Fifth Street Finance Corp,FSC.O,United_States,647.0093881,4.077178718,Financials,Capital Markets,,,,,,,-10.15435003
Air Transport Services Group Inc,ATSG.O,United_States,1095.815026,4.620364338,Industrials,Air Freight & Logistics,,,,,,,18.64516129
Bojangles Inc,BOJA.O,United_States,803.2902776,3.812274218,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,31.83183184
Safety Insurance Group Inc,SAFT.O,United_States,1101.860958,3.049917968,Financials,Insurance,,,,,,,9.948105027
21Vianet Group Inc,VNET.O,United_States,613.0049414,2.376325802,Information Technology,Internet Software & Services,,,,,,,-25.68681319
Insmed Inc,INSM.O,United_States,1145.482143,5.750263209,Health Care,Biotechnology,362.5,-4.166666664,658.3333333,691.3043478,-42.1875,-92.37637363,52.35342691
Cardinal Financial Corp,CFNL.O,United_States,Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).,0,Financials,Banks,,,,,,,
MGE Energy Inc,MGEE.O,United_States,2229.176191,9.716735355,Utilities,Electric Utilities,-13.57776796,-4.95626822,-12.97341669,-8.435220631,14.84021519,31.9599263,11.66031953
First Financial Bancorp,FFBC.O,United_States,1718.01298,6.446593316,Financials,Banks,-13.25921762,1.086956522,-7.837918727,-8.828908848,-15.88622628,-8.732775392,29.26315604
Anika Therapeutics Inc,ANIK.O,United_States,676.0162367,4.83490314,Health Care,Health Care Equipment & Supplies,56.66666667,7.777777777,94.44444445,80.41237114,-86.11111111,-92.85714286,6.906141369
Aaon Inc,AAON.O,United_States,1928.884442,4.663653068,Industrials,Building Products,31.30841121,-2.80373832,27.10280373,30.76923077,32.24299065,4.044117648,29.7877165
Meta Financial Group Inc,CASH.O,United_States,793.4551938,4.975000168,Financials,Thrifts & Mortgage Finance,-27.38277336,0.493999089,-22.65367272,-23.03388463,-9.892809977,16.49834348,15.45850649
Resources Connection Inc,RECN.O,United_States,412.1858879,2.599477669,Industrials,Professional Services,,,,,18.75,18.75,-7.005102916
Encore Wire Corp,WIRE.O,United_States,916.9524702,3.45315458,Industrials,Electrical Equipment,-15.44117647,-11.76470588,-18.38235294,-7.499999999,-31.61764706,-16.21621621,21.8720508
ManTech International Corp,MANT.O,United_States,1377.08721,6.965681072,Information Technology,IT Services,,,,,,,-4.141592952
ServisFirst Bancshares Inc,SFBS.O,United_States,1979.411969,7.431815582,Financials,Banks,,,,,,,39.92851443
Synutra International Inc,SYUT.O,United_States,341.55966,1.168589615,Consumer Staples,Personal Products,,,,,,,32.41758241
Petmed Express Inc,PETS.O,United_States,474.1530948,5.000235517,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,-68.01830041,-68.01830041,20.76842305
BlackRock Capital Investment Corp,BKCC.O,United_States,533.6793195,2.051507223,Financials,Capital Markets,,,,,,,11.62733399
Rush Enterprises Inc,RUSHA.O,United_States,1464.220308,8.620190481,Industrials,Trading Companies & Distributors,,,,,,,47.57623144
Albany Molecular Research Inc,AMRI.O,United_States,687.3409518,15.13818525,Health Care,Life Sciences Tools & Services,126.6990291,13.10679612,113.1067961,88.41201716,378.6407767,124.6013667,1.650793654
Westamerica Bancorp,WABC.O,United_States,1445.585411,6.788471088,Financials,Banks,-9.170917653,7.019109723,-28.40049815,-33.09652637,43.51157708,100.436558,10.1603161
Tarena International Inc,TEDU.O,United_States,1043.192799,3.394362582,Consumer Discretionary,Diversified Consumer Services,,,,,,,25.0672043
Uniqure NV,QURE.O,United_States,136.3984499,0.474707553,Health Care,Biotechnology,,,,,,,-20.71005917
Blue Nile Inc,NILE.O,United_States,477.5441362,6.092804446,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,,0.345082572
Providence Service Corp,PRSC.O,United_States,592.476852,2.907966441,Health Care,Health Care Providers & Services,,,,,,,6.899902819
iKang Healthcare Group Inc,KANG.O,United_States,1008.167554,1.960004441,Health Care,Health Care Providers & Services,,,,,,,-14.26066628
Foundation Medicine Inc,FMI.O,United_States,1264.972246,6.416886425,Health Care,Biotechnology,,,,,,,76.61691542
Novocure Ltd,NVCR.O,United_States,996.0941864,21.21355625,Health Care,Health Care Equipment & Supplies,,,,,,,58.04195805
McGrath RentCorp,MGRC.O,United_States,834.7385089,2.482124534,Industrials,Commercial Services & Supplies,-11.0285422,5.739130435,-7.525728897,-12.54489164,8.331494632,17.147714,-1.900410415
Spectrum Pharmaceuticals Inc,SPPI.O,United_States,612.1782464,5.600379117,Health Care,Biotechnology,57.89473684,30.99415205,108.1871345,58.92857143,-61.40350877,-81.46067416,110.8033241
US Ecology Inc,ECOL.O,United_States,1027.609308,3.73372752,Industrials,Commercial Services & Supplies,88.88888888,11.11111111,122.2222222,100,70.89947089,-23.0952381,18.31297191
CareTrust REIT Inc,CTRE.O,United_States,1145.342263,9.680759913,Real Estate,Equity Real Estate Investment Trusts (REITs),,,,,,,30.492022
FreightCar America Inc,RAIL.O,United_States,162.2095229,1.716344579,Industrials,Machinery,,,,,,,13.57561683
Gladstone Commercial Corp,GOOD.O,United_States,557.1820466,6.627382045,Real Estate,Equity Real Estate Investment Trusts (REITs),,,,,,,34.45533092
Approach Resources Inc,AREX.O,United_States,178.6083478,1.957330448,Energy,"Oil, Gas & Consumable Fuels",,,,,,,-19.45525292
Comtech Telecommunications Corp,CMTL.O,United_States,329.9797576,3.751667125,Information Technology,Communications Equipment,58.60215053,56.98924731,89.24731182,20.54794521,33.87096774,-29.26136364,48.01875222
Enanta Pharmaceuticals Inc,ENTA.O,United_States,604.5602273,5.252412628,Health Care,Biotechnology,,,,,,,32.23656809
Medpace Holdings Inc,MEDP.O,United_States,1291.700857,4.974834818,Health Care,Life Sciences Tools & Services,,,,,,,-1.674418608
Conn's Inc,CONN.O,United_States,539.5811872,14.20844865,Consumer Discretionary,Specialty Retail,,,,,,,103.4682081
Atara Biotherapeutics Inc,ATRA.O,United_States,497.7660033,5.514694391,Health Care,Biotechnology,,,,,,,-2.840909091
Aimmune Therapeutics Inc,AIMT.O,United_States,978.1367026,6.425513209,Health Care,Biotechnology,,,,,,,-5.813953488
Renasant Corp,RNST.O,United_States,1882.335577,8.883936747,Financials,Banks,,,,,,,29.55099461
Vascular Solutions Inc,VASC.O,United_States,NULL,13.61248552,Health Care,Health Care Equipment & Supplies,,,,,-54.44015444,-54.44015444,20.04287245
Ferroglobe PLC,GSM.O,United_States,1658.238176,7.364409489,Materials,Metals & Mining,,,,,,,4.727190454
Photronics Inc,PLAB.O,United_States,790.3785895,4.138663923,Information Technology,Semiconductors & Semiconductor Equipment,91.52542374,47.45762712,144.7457627,65.9770115,27.11864407,-48.06094183,11.65048544
Independent Bank Corp,INDB.O,United_States,1712.190876,6.584289375,Financials,Banks,-1.936092842,10.60606061,-18.03636364,-25.89589041,5.369673515,28.55661143,17.8926768
Infinity Property and Casualty Corp,IPCC.O,United_States,1092.7822,5.454836859,Financials,Insurance,,,,,,,27.06507717
Kulicke and Soffa Industries Inc,KLIC.O,United_States,1583.729818,9.37022022,Information Technology,Semiconductors & Semiconductor Equipment,161.4795918,60.96938775,251.0204082,118.066561,-8.163265306,-73.8372093,65.9479554
OraSure Technologies Inc,OSUR.O,United_States,765.7032762,10.36686206,Health Care,Health Care Equipment & Supplies,105.4794521,1.369863013,226.0273973,221.6216216,80.82191782,-44.53781512,75.03337784
