Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30,16/12/1-17/4/30
Tencent Holdings Ltd,0700.HK,Hong_Kong,296585.5363,475.7609124,Information Technology,Internet Software & Services,,,,,,,18.38521401,25.14138818
AIA Group Ltd,1299.HK,Hong_Kong,83581.30988,155.0779974,Financials,Insurance,,,,,,,11.03092783,14.94130203
China Mobile Ltd,0941.HK,Hong_Kong,218370.4012,157.8875934,Telecommunication Services,Wireless Telecommunication Services,175.7575758,41.41414142,219.1919192,125.7142857,72.12121212,-46.07594937,-6.587837834,-3.490401393
Hong Kong Exchanges and Clearing Ltd,0388.HK,Hong_Kong,30160.22587,72.24290698,Financials,Capital Markets,,,,,118.0613684,118.0613684,-4.891944989,-5.171400586
Semiconductor Manufacturing International Corp,0981.HK,Hong_Kong,5894.256054,32.07642361,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,-8.703703705,-0.404040404
Geely Automobile Holdings Ltd,0175.HK,Hong_Kong,12036.99294,110.2521887,Consumer Discretionary,Automobiles,61.76470588,23.52941177,35.29411765,9.523809523,7.352941175,-20.65217391,32.57575758,31.41426784
CNOOC Ltd,0883.HK,Hong_Kong,52065.16313,82.17665921,Energy,"Oil, Gas & Consumable Fuels",,,,,,,-7.448979594,-12.62042389
Sun Hung Kai Properties Ltd,0016.HK,Hong_Kong,43446.15466,58.54665122,Real Estate,Real Estate Management & Development,25.17748225,29.6803653,37.23161017,5.822966997,48.10589809,7.924040172,14.60794983,16.09163518
Sands China Ltd,1928.HK,Hong_Kong,36637.98367,74.22116371,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,2.877182375,-4.297147447
CK Hutchison Holdings Ltd,0001.HK,Hong_Kong,48185.02228,63.1830985,Industrials,Industrial Conglomerates,94.16666668,45.83333334,79.16666668,22.85714286,69.13649498,-5.598235365,1.092611864,2.587117211
Galaxy Entertainment Group Ltd,0027.HK,Hong_Kong,23814.16256,84.05879594,Consumer Discretionary,"Hotels, Restaurants & Leisure",-13.04346951,2.816901408,-13.04346951,-15.42584021,-15.64995896,-2.997462573,32.87060012,16.92612811
Cheung Kong Property Holdings Ltd,1113.HK,Hong_Kong,26928.82298,48.30332246,Real Estate,Real Estate Management & Development,,,,,,,4.29906542,6.08365019
China Unicom Hong Kong Ltd,0762.HK,Hong_Kong,30912.17235,58.10419037,Telecommunication Services,Diversified Telecommunication Services,,,,,-28.86904762,-28.86904762,10.81677704,2.136317394
BOC Hong Kong Holdings Ltd,2388.HK,Hong_Kong,43499.31452,44.90331841,Financials,Banks,,,,,,,18.73840445,10.15490533
China Overseas Land & Investment Ltd,0688.HK,Hong_Kong,31835.50036,63.85353894,Real Estate,Real Estate Management & Development,11.39240506,-3.797468354,36.70886076,42.10526316,30.35491998,-4.647790013,-6.029106032,-0.220750554
WH Group Ltd,0288.HK,Hong_Kong,13086.52345,27.19832381,Consumer Staples,Food Products,,,,,,,8.593750001,11.02236422
Wharf Holdings Ltd,0004.HK,Hong_Kong,25914.52029,31.15082091,Real Estate,Real Estate Management & Development,-28.53717026,1.199040767,-34.77218225,-35.5450237,-4.37877274,46.59577856,19.3005674,19.82612056
Lenovo Group Ltd,0992.HK,Hong_Kong,7112.692603,57.9216852,Information Technology,"Technology Hardware, Storage & Peripherals",614.9526477,79.45888031,804.5015855,404.0160643,183.6759124,-68.63732281,3.985671853,2.892561985
AAC Technologies Holdings Inc,2018.HK,Hong_Kong,18030.49706,60.76302443,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,59.38590371,63.25947105
CLP Holdings Ltd,0002.HK,Hong_Kong,26652.17276,27.12570737,Utilities,Electric Utilities,-2.325816097,1.662049861,-9.322534142,-10.80499952,15.84545164,27.75550192,5.864435578,11.34745415
Power Assets Holdings Ltd,0006.HK,Hong_Kong,19208.30001,44.59404344,Utilities,Electric Utilities,-2.489626556,2.697095436,-3.941908713,-6.464646464,26.96788063,32.17822562,7.920054426,9.84191841
Dongfeng Motor Group Co Ltd,0489.HK,Hong_Kong,9061.670601,17.62660127,Consumer Discretionary,Automobiles,,,,,,,3.41340076,3.8071066
PICC Property and Casualty Co Ltd,2328.HK,Hong_Kong,23869.59651,61.38818354,Financials,Insurance,,,,,,,0.967741934,-3.692307695
Cheung Kong Infrastructure Holdings Ltd,1038.HK,Hong_Kong,23225.53579,34.54319242,Utilities,Electric Utilities,1.73688E-09,3.496503497,-22.02797203,-24.66216216,-6.584037786,19.8070188,4.204892972,4.685099852
Wynn Macau Ltd,1128.HK,Hong_Kong,11422.70019,32.74598068,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,51.06007067,24.09288824
Sunny Optical Technology Group Co Ltd,2382.HK,Hong_Kong,9026.717067,44.79888432,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,72.27456258,62.84987277
China Telecom Corp Ltd,0728.HK,Hong_Kong,39541.12983,29.20205758,Telecommunication Services,Diversified Telecommunication Services,,,,,,,-5.472636815,1.063829789
Hong Kong and China Gas Co Ltd,0003.HK,Hong_Kong,25408.57784,21.78494616,Utilities,Gas Utilities,-4.878048781,1.463414633,-7.317073172,-8.653846153,27.59348247,37.66665214,1.834862386,8.671328672
China Resources Land Ltd,1109.HK,Hong_Kong,19248.15435,38.64733354,Real Estate,Real Estate Management & Development,-37.38317757,4.672897196,-38.31775701,-41.07142857,56.81692312,154.2334966,10.65573771,12.5
Enerchina Holdings Ltd,0622.HK,Hong_Kong,315.78987,1.228723569,Industrials,Electrical Equipment,620,33,570,403.7593985,143,-63.73134328,-55.32875196,-32.66942324
China State Construction International Holdings Ltd,3311.HK,Hong_Kong,8147.872967,12.68009545,Industrials,Construction & Engineering,,,,,,,15.17128874,12.96
New World Development Co Ltd,0017.HK,Hong_Kong,12070.21955,16.21346027,Real Estate,Real Estate Management & Development,-25.87483696,7.796610171,-23.48370267,-29.01790028,-34.12329858,-13.90500622,14.45891227,12.84780024
Zhaojin Mining Industry Co Ltd,1818.HK,Hong_Kong,2799.237095,14.64391229,Materials,Metals & Mining,,,,,,,-16.44004944,-4.113475176
Hang Seng Bank Ltd,0011.HK,Hong_Kong,38763.86632,18.55343687,Financials,Banks,-12.16185669,9.953420921,-13.71927027,-21.52974504,38.83319208,60.90869017,14.64539683,9.783553734
ANTA Sports Products Ltd,2020.HK,Hong_Kong,7521.950852,18.69559925,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,-3.403710886,0.729914099
China Cinda Asset Management Co Ltd,1359.HK,Hong_Kong,30252.29016,19.07675519,Financials,Capital Markets,,,,,,,8.029197078,6.474820143
Zhuzhou CRRC Times Electric Co Ltd,3898.HK,Hong_Kong,6052.847761,18.17626358,Industrials,Electrical Equipment,,,,,,,1.520912544,-3.841536616
Brilliance China Automotive Holdings Ltd,1114.HK,Hong_Kong,8449.676878,26.20503028,Consumer Discretionary,Automobiles,-24.91349481,10.7266436,-23.87543252,-31.25,47.46742802,93.7185759,32.2515213,20.07366483
China Mengniu Dairy Co Ltd,2319.HK,Hong_Kong,7599.952354,26.13706366,Consumer Staples,Food Products,,,,,,,-1.697127938,-4.320203303
Country Garden Holdings Company Ltd,2007.HK,Hong_Kong,20316.59618,43.1504693,Real Estate,Real Estate Management & Development,,,,,,,75.7719715,67.04288939
Sinopharm Group Co Ltd,1099.HK,Hong_Kong,12416.31549,19.05879008,Health Care,Health Care Providers & Services,,,,,,,-5.034013606,-2.920723228
China Galaxy Securities Co Ltd,6881.HK,Hong_Kong,20204.31311,15.12505695,Financials,Capital Markets,,,,,,,-6.455862982,-7.911802857
Shenzhou International Group Holdings Ltd,2313.HK,Hong_Kong,9209.39083,13.98859227,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,-0.775193798,7.225130891
Henderson Land Development Co Ltd,0012.HK,Hong_Kong,23055.89005,19.09202382,Real Estate,Real Estate Management & Development,12.64773387,28.91566273,-2.08548473,-24.04761904,27.51918011,30.23521564,14.65116279,14.78463329
HengAn International Group Co Ltd,1044.HK,Hong_Kong,9015.980671,24.3658191,Consumer Staples,Personal Products,-16.27906977,1.162790696,-10.23255814,-11.26436781,-10.7469272,-0.573001803,-7.324840766,-6.581059391
MTR Corp Ltd,0066.HK,Hong_Kong,34022.52685,19.01835345,Industrials,Road & Rail,,,,,17.6724138,17.6724138,5.164319248,17.43119266
Beijing Enterprises Water Group Ltd,0371.HK,Hong_Kong,6697.170265,25.58842738,Utilities,Water Utilities,1085.714286,-3.428571428,802.8571429,834.9112426,41.71428572,-84.30379747,-0.334448155,5.67375887
China Merchants Port Holdings Co Ltd,0144.HK,Hong_Kong,7511.457771,12.66486486,Industrials,Transportation Infrastructure,-9.821428576,18.75,-14.73214286,-28.19548872,3.165657218,20.99009015,9.605911331,14.80908153
Postal Savings Bank of China Co Ltd,1658.HK,Hong_Kong,12912.67142,18.55491559,Financials,Banks,,,,,,,17.94871795,17.40139211
Kingsoft Corp Ltd,3888.HK,Hong_Kong,3731.455243,32.17189401,Information Technology,Software,,,,,,,29.22002328,27.73302647
Techtronic Industries Co Ltd,0669.HK,Hong_Kong,7870.93919,15.19718112,Consumer Discretionary,Household Durables,-2.877697841,-0.71942446,-10.79136691,-10.14492754,26.06369599,41.31333663,11.51919866,9.150326796
CITIC Ltd,0267.HK,Hong_Kong,42189.07178,12.0952558,Industrials,Industrial Conglomerates,146.7973856,16.60130719,109.6732026,79.8206278,47.6480177,-29.58183695,-0.35335689,-5.843071786
Belle International Holdings Ltd,1880.HK,Hong_Kong,5712.502141,4.964973628,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,14.56521739,16.59292036
Kingboard Laminates Holdings Ltd,1888.HK,Hong_Kong,3691.073054,20.18918776,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,36.5356623,37.53665689
China Taiping Insurance Holdings Co Ltd,0966.HK,Hong_Kong,8964.483483,15.89103876,Financials,Insurance,,,,,-31.73652695,-31.73652695,26.46675359,7.897664073
CSPC Pharmaceutical Group Ltd,1093.HK,Hong_Kong,8406.412964,18.62889715,Health Care,Pharmaceuticals,-44.05594405,-6.993006993,-41.95804196,-37.59398496,-44.30288461,-4.039909634,34.32835821,31.38686131
China Everbright International Ltd,0257.HK,Hong_Kong,6063.170445,11.6591389,Industrials,Commercial Services & Supplies,-22.38805971,2.985074625,-14.92537314,-17.39130435,-55.97014925,-48.24561403,8.453608241,12.39316239
Hang Lung Properties Ltd,0101.HK,Hong_Kong,11796.46477,12.34374436,Real Estate,Real Estate Management & Development,-27.39472207,-5.199326221,-32.66142617,-28.96825397,38.10370667,105.088553,23.039807,17.64705883
China Resources Beer Holdings Co Ltd,0291.HK,Hong_Kong,7808.248047,14.25947572,Consumer Staples,Beverages,7.000000003,6.5,-1.499999998,-7.511737087,1.23070607,2.772290424,14.84662577,12.90711701
Samsonite International SA,1910.HK,Hong_Kong,5459.692053,15.92122798,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,24.68879668,23.66255144
ENN Energy Holdings Ltd,2688.HK,Hong_Kong,5869.127022,25.10875302,Utilities,Gas Utilities,,,,,,,13.90013495,18.70604782
Swire Pacific Ltd,0019.HK,Hong_Kong,13800.41058,14.03482731,Real Estate,Real Estate Management & Development,15.85014409,19.88472622,9.221902015,-8.89423077,66.10447932,52.07982672,-6.018455231,-1.319377992
Longfor Properties Co Ltd,0960.HK,Hong_Kong,10147.3727,10.3677179,Real Estate,Real Estate Management & Development,,,,,,,33.73015873,34.2629482
ASM Pacific Technology Ltd,0522.HK,Hong_Kong,6078.148613,44.75325344,Information Technology,Semiconductors & Semiconductor Equipment,208.7719298,45.02923977,180.1169591,93.14516128,32.93404797,-52.54337744,51.86885246,51.66994106
Sino Biopharmaceutical Ltd,1177.HK,Hong_Kong,6099.157877,14.37117812,Health Care,Pharmaceuticals,,,,,-30.90909091,-30.90909091,15.63328034,18.84531591
Tingyi Cayman Islands Holding Corp,0322.HK,Hong_Kong,7198.561108,9.90677405,Consumer Staples,Food Products,5.882352941,1.960784315,-11.76470588,-13.46153846,90.40457602,115.7918528,12.62683201,6.959314772
Want Want China Holdings Ltd,0151.HK,Hong_Kong,9010.143634,9.719188311,Consumer Staples,Food Products,,,,,,,18.14345991,12.9032258
Leyou Technologies Holdings Ltd,1089.HK,Hong_Kong,590.0856283,3.490641229,Consumer Staples,Food Products,,,,,,,0.628930819,4.575163399
Tongda Group Holdings Ltd,0698.HK,Hong_Kong,2347.408907,13.51836449,Information Technology,"Electronic Equipment, Instruments & Components",,,,,-6.060606061,-6.060606061,46.41148325,33.62445415
China Longyuan Power Group Corp Ltd,0916.HK,Hong_Kong,6189.149902,10.53518828,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,-3.387096777,-3.231017774
MGM China Holdings Ltd,2282.HK,Hong_Kong,8657.460981,15.11409336,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,25.14124294,4.728132388
Sino Land Co Ltd,0083.HK,Hong_Kong,10702.16198,7.45636376,Real Estate,Real Estate Management & Development,-5.305754109,15.8183469,0.521584099,-13.20754717,22.46249519,21.82706459,12.58931304,13.35653153
Beijing Enterprises Holdings Ltd,0392.HK,Hong_Kong,6166.502634,17.25139174,Industrials,Industrial Conglomerates,-23.67346939,10.6122449,-22.85714286,-30.25830258,-40.28624133,-22.59327579,0.396301195,3.825136617
Fosun International Ltd,0656.HK,Hong_Kong,13011.16228,18.24373898,Industrials,Industrial Conglomerates,,,,,,,3.333333333,2.792321117
CMMB Vision Holdings Ltd,0471.HK,Hong_Kong,98.85025228,0.149033105,Consumer Discretionary,Media,,,,,,,-22.64150943,-26.78571429
Fullshare Holdings Ltd,0607.HK,Hong_Kong,6392.197737,17.92250255,Real Estate,Real Estate Management & Development,,,,,,,-41.80138568,-31.14754098
IGG Inc,0799.HK,Hong_Kong,2059.996201,52.58766119,Information Technology,Software,,,,,,,95.34853045,91.01433168
China Maple Leaf Educational Systems Ltd,1317.HK,Hong_Kong,1191.043847,4.82895363,Consumer Discretionary,Diversified Consumer Services,,,,,,,37.5671941,37.84232848
GCL-Poly Energy Holdings Ltd,3800.HK,Hong_Kong,2246.433546,10.81912653,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,-11.32075472,-9.615384615
China High Speed Transmission Equipment Group Co Ltd,0658.HK,Hong_Kong,1589.498851,6.967706097,Industrials,Electrical Equipment,,,,,,,-11.05882353,-15.90656285
China Resources Gas Group Ltd,1193.HK,Hong_Kong,7506.021994,13.36585112,Utilities,Gas Utilities,305.5555556,-16.66666667,518.0555556,641.6666667,74.99999999,-71.68539326,5.846774197,11.70212766
People's Insurance Group of China Co Ltd,1339.HK,Hong_Kong,17508.93695,10.51764171,Financials,Insurance,,,,,,,4.220779225,-1.533742329
Xinyi Glass Holdings Ltd,0868.HK,Hong_Kong,3461.853499,11.51014752,Consumer Discretionary,Auto Components,,,,,,,14.04958678,19.58405547
Mega Medical Technology Ltd,0876.HK,Hong_Kong,159.8166388,0.038135784,Industrials,Electrical Equipment,91.58733834,-13.88888889,63.88888889,90.32258065,0.019860461,-38.9709326,-29.34782609,-26.13636363
GOME Electrical Appliances Holding Ltd,0493.HK,Hong_Kong,2951.61679,19.18266265,Consumer Discretionary,Specialty Retail,423.8095238,30.95238095,757.1428572,554.5454546,120.2380953,-74.30555556,6,4.950495049
China Resources Pharmaceutical Group Ltd,3320.HK,Hong_Kong,7398.383115,3.869566557,Health Care,Pharmaceuticals,,,,,,,4.925544099,6.635622816
Hang Lung Group Ltd,0010.HK,Hong_Kong,5680.849592,3.952300361,Real Estate,Real Estate Management & Development,-21.09621248,0.479041914,-23.56195584,-23.92638037,-7.391387868,21.15513048,14.46208113,14.46208112
China Evergrande Group,3333.HK,Hong_Kong,14715.24079,134.5145246,Real Estate,Real Estate Management & Development,,,,,,,55.03731343,56.49717514
Nine Dragons Paper Holdings Ltd,2689.HK,Hong_Kong,5048.144053,16.09576916,Materials,Paper & Forest Products,,,,,,,34.30596826,22.96969912
Haitong International Securities Group Ltd,0665.HK,Hong_Kong,2895.809371,7.319680811,Financials,Capital Markets,26.9169884,3.64997E-10,26.9169884,26.9169884,-2.953277659,-23.53527801,-16.60079051,-21.56133829
China Resources Power Holdings Co Ltd,0836.HK,Hong_Kong,8671.14367,12.21905244,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,5.413533832,8.850931676
Value Partners Group Ltd,0806.HK,Hong_Kong,1714.153975,4.196675887,Financials,Capital Markets,,,,,,,5.726872249,2.127659577
Wheelock and Co Ltd,0020.HK,Hong_Kong,15897.83027,9.355271997,Real Estate,Real Estate Management & Development,-34.47597349,0.588235295,-38.6081193,-38.96713615,-23.13877769,25.1976995,39.35775145,35.96630175
Minth Group Ltd,0425.HK,Hong_Kong,4215.434229,26.71456258,Consumer Discretionary,Auto Components,,,,,,,5.474452552,11.15384615
CGN Power Co Ltd,1816.HK,Hong_Kong,13726.50497,11.86492814,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,2.620087337,0.427350428
Genscript Biotech Corp,1548.HK,Hong_Kong,759.2519078,3.025890704,Health Care,Life Sciences Tools & Services,,,,,,,8.805031447,-14.56790123
Kingdee International Software Group Co Ltd,0268.HK,Hong_Kong,1230.989265,7.866451894,Information Technology,Software,,,,,,,3.459119498,-3.801169588
Guangdong Investment Ltd,0270.HK,Hong_Kong,10120.51867,13.54118748,Utilities,Water Utilities,-16.52892562,-7.438016528,-4.958677688,2.678571425,-25.61983471,-21.73913044,0.166389351,13.15789474
Guotai Junan International Holdings Ltd,1788.HK,Hong_Kong,2190.282904,4.551747433,Financials,Capital Markets,,,,,,,-18.66666667,-21.0355987
China National Building Material Co Ltd,3323.HK,Hong_Kong,3595.741217,19.9543016,Materials,Construction Materials,,,,,,,35.24804178,29.17705736
Cathay Pacific Airways Ltd,0293.HK,Hong_Kong,5664.719999,8.89687809,Industrials,Airlines,-24.0131579,0.328947369,-23.35526316,-23.60655738,-2.131172525,27.6915174,6.870229007,6.870229007
Evergrande Health Industry Group Ltd,0708.HK,Hong_Kong,1610.738255,0.438686389,Consumer Discretionary,Media,,,,,,,-6.451612904,-30.62200957
Li & Fung Ltd,0494.HK,Hong_Kong,3527.26455,24.12514521,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",188.8,32,180,112.1212121,130.1508619,-17.80326362,-14.43569554,-4.117647059
Major Holdings Ltd,1389.HK,Hong_Kong,367.0526546,2.266156882,Consumer Staples,Food & Staples Retailing,,,,,,,-37.03703704,-25.625
Alibaba Pictures Group Ltd,1060.HK,Hong_Kong,4087.987268,4.121411186,Consumer Discretionary,Media,3.44827586,6.896551726,60.91954023,50.5376344,-9.195402301,-43.57142857,-16,-15.43624161
Biostime International Holdings Ltd,1112.HK,Hong_Kong,2052.466436,5.168078622,Consumer Staples,Food Products,,,,,,,16.09195402,-0.394477317
Lee & Man Paper Manufacturing Ltd,2314.HK,Hong_Kong,3548.565083,7.775878074,Materials,Paper & Forest Products,,,,,,,4.810996561,1.666666666
Bank of East Asia Ltd,0023.HK,Hong_Kong,11274.98759,5.757374953,Financials,Banks,15.57727867,32.02614379,14.24112516,-13.47083094,36.05722519,19.09653813,6.316091299,1.18244826
PAX Global Technology Ltd,0327.HK,Hong_Kong,689.5854053,2.236569844,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,1.048218032,-7.12909441
DeTai New Energy Group Ltd,0559.HK,Hong_Kong,100.8593588,0.189593707,Industrials,Electrical Equipment,34.92063492,-4.76190476,47.61904762,55,-9.523809523,-38.70967742,-62.02531646,-60.52631579
Kunlun Energy Co Ltd,0135.HK,Hong_Kong,7296.266789,19.51969361,Energy,"Oil, Gas & Consumable Fuels",-30.39215686,-1.960784314,-17.64705882,-16,-54.41176471,-44.64285714,20.79037801,22.47386759
Sunac China Holdings Ltd,1918.HK,Hong_Kong,5065.959672,33.61076219,Real Estate,Real Estate Management & Development,,,,,,,81.39534884,69
Chow Tai Fook Jewellery Group Ltd,1929.HK,Hong_Kong,10979.96863,5.802421965,Consumer Discretionary,Specialty Retail,,,,,,,52.81074116,38.27965841
SJM Holdings Ltd,0880.HK,Hong_Kong,5491.489067,14.19812251,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,40.59590316,19.0851735
BAIC Motor Corp Ltd,1958.HK,Hong_Kong,7311.375674,14.46102056,Consumer Discretionary,Automobiles,,,,,,,-1.187335087,3.739612193
Xi An Haitian Antenna Holdings Co Ltd,8227.HK,Hong_Kong,338.4468606,0.311088984,Information Technology,Communications Equipment,,,,,,,1.09131E-09,10.25641026
Universal Medical Financial & Technical Advisory Services Co Ltd,2666.HK,Hong_Kong,1466.85158,3.686631,Health Care,Health Care Providers & Services,,,,,,,-4.727793698,-9.523809523
Huaneng Renewables Corp Ltd,0958.HK,Hong_Kong,3402.00952,7.320348995,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,5.836575877,7.936507937
TravelSky Technology Ltd,0696.HK,Hong_Kong,7712.630381,14.06361967,Information Technology,IT Services,,,,,,,21.44549764,26.2315271
China Green (Holdings) Ltd,0904.HK,Hong_Kong,32.13277055,3.22924138,Consumer Staples,Food Products,,,,,,,-88.38709677,-82.93838863
Shanghai Industrial Holdings Ltd,0363.HK,Hong_Kong,3436.64195,5.847939031,Industrials,Industrial Conglomerates,5,4.666666666,-1.333333333,-5.732484076,-3.17926229,-1.870873942,4.237288139,9.821428575
Kingboard Chemical Holdings Ltd,0148.HK,Hong_Kong,3744.90558,10.69993562,Information Technology,"Electronic Equipment, Instruments & Components",9.117242947,17,11.13793263,-5.010313987,48.73949122,33.8332356,28.66972477,29.56120092
Haier Electronics Group Co Ltd,1169.HK,Hong_Kong,6484.344729,12.90053221,Consumer Discretionary,Household Durables,10.56701031,3.125000001,33.95618557,29.89690722,-78.20554124,-83.73015873,39.13713405,33.97626112
Gold-Finance Holdings Ltd,1462.HK,Hong_Kong,668.3031526,1.196712952,Industrials,Construction & Engineering,,,,,,,-24.41860465,-36.2745098
China Medical System Holdings Ltd,0867.HK,Hong_Kong,4297.951421,8.255841365,Health Care,Pharmaceuticals,,,,,,,9.975688819,8.567999999
Sun Art Retail Group Ltd,6808.HK,Hong_Kong,9836.770256,9.288521539,Consumer Staples,Food & Staples Retailing,,,,,,,49.62686567,21.33131619
Intime Retail Group Co Ltd,1833.HK,Hong_Kong,3451.567283,5.228907635,Consumer Discretionary,Multiline Retail,,,,,,,57.6,52.71317829
Xinyi Solar Holdings Ltd,0968.HK,Hong_Kong,2108.511919,4.709577716,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,-13.21428571,-8.646616539
China Modern Dairy Holdings Ltd,1117.HK,Hong_Kong,1323.852416,0.705763671,Consumer Staples,Food Products,,,,,,,-1.754385967,-18.84057971
Quam Ltd,0952.HK,Hong_Kong,237.95941,0.139950114,Financials,Capital Markets,332.0987654,50.61728395,591.3580247,359.0163934,-58.64197531,-94.01785714,-9.848484845,-3.252032519
China Gas Holdings Ltd,0384.HK,Hong_Kong,7793.455576,7.482474807,Utilities,Gas Utilities,168.3544304,77.21518987,355.6962025,157.1428571,-53.41772152,-89.77777778,4.559447114,19.43827682
Sihuan Pharmaceutical Holdings Group Ltd,0460.HK,Hong_Kong,4217.270235,18.10634818,Health Care,Pharmaceuticals,,,,,,,82.10526316,67.96116505
China Huishan Dairy Holdings Company Ltd,6863.HK,Hong_Kong,727.7282188,0,Consumer Staples,Food Products,,,,,,,-85.46712803,-85.36585366
China Everbright Ltd,0165.HK,Hong_Kong,3856.812476,13.79577389,Financials,Capital Markets,24.75247525,21.78217822,21.78217822,-5.6322E-11,62.92319717,33.78246272,14.98708011,12.0906801
China Power International Development Ltd,2380.HK,Hong_Kong,2742.417875,6.481939162,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,2.112676057,1.045296168
Guangzhou R&F Properties Co Ltd,2777.HK,Hong_Kong,5427.371777,14.43970177,Real Estate,Real Estate Management & Development,,,,,,,19.96336996,30.73852295
Huadian Fuxin Energy Corp Ltd,0816.HK,Hong_Kong,1945.836964,7.592616928,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,7.142857144,3.448275863
Swire Properties Ltd,1972.HK,Hong_Kong,19630.87248,6.613087527,Real Estate,Real Estate Management & Development,,,,,,,20.40392893,16.96381667
Cogobuy Group,0400.HK,Hong_Kong,2132.677736,2.800456269,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,,-7.131011611,-5.084745766
ChinaSoft International Ltd,0354.HK,Hong_Kong,1444.902821,11.42940265,Information Technology,IT Services,,,,,,,26.82926829,18.48101265
Zall Group Ltd,2098.HK,Hong_Kong,6009.830956,6.473408274,Real Estate,Real Estate Management & Development,,,,,,,-17.76937618,-10.49382716
Luye Pharma Group Ltd,2186.HK,Hong_Kong,2006.072185,9.218251405,Health Care,Pharmaceuticals,,,,,,,-7.480314959,-8.737864075
Glorious Property Holdings Ltd,0845.HK,Hong_Kong,911.3736865,0.45664064,Real Estate,Real Estate Management & Development,,,,,,,-23.52941177,16.66666667
Shimao Property Holdings Ltd,0813.HK,Hong_Kong,5443.413407,9.286591908,Real Estate,Real Estate Management & Development,,,,,,,20.19230769,21.3592233
Kingston Financial Group Ltd,1031.HK,Hong_Kong,4708.651931,2.596637055,Financials,Capital Markets,235.9676779,-19.54019776,197.41401,269.6429791,-33.90799779,-77.77777778,-20.17804155,-27.49326146
China Shengmu Organic Milk Ltd,1432.HK,Hong_Kong,1331.166318,0.703403462,Consumer Staples,Food Products,,,,,,,-28.1938326,-27.23214286
CAR Inc,0699.HK,Hong_Kong,2202.133387,4.194985899,Industrials,Road & Rail,,,,,,,-6.25798212,-8.819875776
Shenzhen Investment Ltd,0604.HK,Hong_Kong,3471.618007,7.691388792,Real Estate,Real Estate Management & Development,47.44588745,-1.088383838,53.58946609,55.27950311,-7.868062587,-40.01415608,5.05952381,5.373134328
First Mobile Group Holdings Ltd,0865.HK,Hong_Kong,118.5470025,0.03481367,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,-25.82159624,-24.76190476
Yue Yuen Industrial Holdings Ltd,0551.HK,Hong_Kong,6519.137924,10.36467771,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",-9.724024802,-3.233830845,-28.60696517,-26.22107969,-28.57169194,0.049407107,5.67010309,8.465608464
Prada SpA,1913.HK,Hong_Kong,12008.16118,9.766148639,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,33.6996337,32.72727273
Melco International Development Ltd,0200.HK,Hong_Kong,3175.776297,13.79157184,Consumer Discretionary,"Hotels, Restaurants & Leisure",223.943662,40.84507042,252.1126761,150,26.76056339,-64,51.22873346,26.98412698
AviChina Industry & Technology Co Ltd,2357.HK,Hong_Kong,3981.096496,8.846831746,Industrials,Aerospace & Defense,,,,,,,-2.075471699,-4.066543438
Dali Foods Group Co Ltd,3799.HK,Hong_Kong,8078.24279,5.480776279,Consumer Staples,Food Products,,,,,,,21.10817942,10.60240964
China Communications Services Corp Ltd,0552.HK,Hong_Kong,3944.850923,6.517594039,Telecommunication Services,Diversified Telecommunication Services,,,,,,,-2.637362636,-3.695652172
Yangtze Optical Fibre and Cable Joint Stock Co Ltd,6869.HK,Hong_Kong,1425.437078,3.45136693,Information Technology,Communications Equipment,,,,,,,-3.672985775,8.98123325
Phoenix Healthcare Group Co Ltd,1515.HK,Hong_Kong,1665.483607,7.999600268,Health Care,Health Care Providers & Services,,,,,,,-18.1147541,-16.61101836
